indic_ur,cities\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
DE3002I,IT511L2	: 	: 	: 	: 	: 	: 	: 	32.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT512L3	: 	: 	: 	: 	: 	: 	: 	31.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT513L3	: 	: 	: 	: 	: 	: 	: 	22.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT514L2	: 	: 	: 	: 	: 	: 	: 	30.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT515L2	: 	: 	: 	: 	: 	: 	: 	30.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT516L2	: 	: 	: 	: 	: 	: 	: 	32.0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT518L1	: 	: 	: 	: 	: 	: 	: 	33.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT519L1	: 	: 	: 	: 	: 	: 	: 	28.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT520L1	: 	: 	: 	: 	: 	: 	: 	31.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT521L1	: 	: 	: 	: 	: 	: 	: 	26.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT522L1	: 	: 	: 	: 	: 	: 	: 	27.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT523L1	: 	: 	: 	: 	: 	: 	: 	27.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT524L0	: 	: 	: 	: 	: 	: 	: 	17.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT525L0	: 	: 	: 	: 	: 	: 	: 	20.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT526L1	: 	: 	: 	: 	: 	: 	: 	29.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LT	: 	: 	: 	: 	: 	: 	: 	31.7 	: 	: 	: 	: 	: 	: 	: 	: 	23.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LT001L1	: 	: 	: 	: 	: 	: 	: 	32.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LT002L1	: 	: 	: 	: 	: 	: 	: 	31.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LT003L1	: 	: 	: 	: 	: 	: 	: 	32.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.9 e	: e	28.9 e	28.9 e	29.3 e	31.1 e	: 	29.1 	29.3 	26.0 	24.9 	24.8 	25.0 	29.0 	16.7 	22.4 	24.3 	23.4 	23.1 	: 
DE3002I,LU001L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.9 e	: e	28.9 e	28.9 e	29.3 e	31.1 e	: 	29.1 	29.3 	26.0 	24.9 	24.8 	25.0 	: 	16.7 	22.4 	24.3 	23.4 	23.1 	: 
DE3002I,LV	: 	: 	: 	: 	: e	: e	: 	34.4 	: 	: d	: de	: de	: de	: de	: de	: 	21.0 d	32.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LV002L2	: 	: 	: 	: 	: 	: 	: 	37.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LV003L1	: 	: 	: 	: 	: 	: 	: 	32.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,LV501L1	: 	: 	: 	: 	: 	: 	: 	34.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,MT	26.9 d	26.3 d	: 	24.3 d	23.3 d	: 	: 	: 	: 	: 	18.8 e	19.0 e	: 	: e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,MT001L1	26.6 d	25.4 d	: 	23.9 d	23.0 d	: 	: 	: 	: 	: 	18.3 e	18.6 e	: 	: e	: 	: 	15.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL	: 	: 	37.6 b	37.4 b	36.9 	37.0 	36.8 	36.4 	36.1 	: 	: 	: 	: 	: 	34.4 	: 	31.5 	32.0 	31.8 	32.4 	34.1 	31.7 	30.5 	30.6 	31.2 	30.9 	30.0 	29.3 	: 
DE3002I,NL001L3	: 	: 	43.4 b	43.3 b	42.4 	42.9 	42.9 	42.7 	42.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL002L3	: 	: 	42.0 b	41.7 b	41.6 	41.7 	41.6 	41.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL003L3	: 	: 	38.1 b	38.0 b	39.1 	39.4 	39.4 	39.1 	38.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL004L3	: 	: 	41.2 b	41.2 b	42.2 	42.3 	42.3 	42.3 	43.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL005L3	: 	: 	35.8 b	35.4 b	35.4 	35.3 	35.1 	34.6 	34.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL006L3	: 	: 	40.2 b	40.2 b	41.0 	40.8 	40.5 	40.2 	40.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL007L3	: 	: 	45.1 b	45.0 b	45.5 	45.3 	44.7 	43.9 	43.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL008L3	: 	: 	36.8 b	36.6 b	36.2 	36.5 	36.3 	36.1 	35.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL009L3	: 	: 	37.7 b	37.4 b	37.0 	37.2 	36.8 	36.5 	36.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL010L3	: 	: 	37.5 b	37.0 b	38.5 	38.2 	37.8 	37.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL012L3	: 	: 	36.0 b	36.0 b	36.9 	36.8 	36.4 	36.1 	35.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL013L3	: 	: 	45.2 b	43.7 b	44.0 	44.2 	43.6 	43.3 	43.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL014L3	: 	: 	32.6 b	32.5 b	32.1 	31.9 	31.5 	31.1 	31.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL015L3	: 	: 	38.4 b	38.1 b	38.4 	38.2 	37.8 	37.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL016L3	: 	: 	35.0 b	34.6 b	34.1 	33.8 	33.4 	32.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL018L3	: 	: 	: 	: 	39.8 	39.7 	39.8 	39.4 	39.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL020L3	: 	: 	31.2 b	30.9 b	30.3 	30.1 	29.8 	29.2 	29.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL026L0	: 	: 	31.5 b	31.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL028L3	: 	: 	31.4 b	31.3 b	32.1 	31.8 	31.3 	31.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL030L0	: 	: 	37.3 b	37.1 b	35.8 	35.2 	35.1 	34.8 	35.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL032L3	: 	: 	39.0 b	38.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL503L3	: 	: 	34.6 b	34.3 b	33.9 	33.9 	33.6 	33.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL504L3	: 	: 	34.8 b	34.8 b	34.1 	34.0 	33.9 	33.4 	33.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL505L3	: 	: 	46.9 b	46.4 b	45.8 	45.6 	44.6 	43.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL507L3	: 	: 	41.2 b	40.9 b	49.0 	48.9 	48.5 	47.8 	47.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL511L3	: 	: 	32.3 b	31.8 b	34.0 	34.3 	34.2 	34.1 	33.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL512L3	: 	: 	41.9 b	41.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL513L3	: 	: 	36.0 b	35.6 b	35.1 	36.1 	36.1 	36.2 	36.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL514L3	: 	: 	34.6 b	34.3 b	35.2 	35.0 	34.9 	34.7 	34.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL515L3	: 	: 	32.3 b	31.7 b	31.0 	31.3 	30.6 	29.9 	29.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL519L3	: 	: 	29.6 b	29.2 b	28.8 	29.0 	28.6 	28.4 	28.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL520L3	: 	: 	32.5 b	32.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL521L3	: 	: 	29.9 b	29.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL522L3	: 	: 	32.9 b	32.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL524L3	: 	: 	30.2 b	29.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NL529L3	: 	: 	35.2 b	35.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NO	: 	: 	: 	: 	: 	39.7 	39.6 	39.7 	39.8 	39.8 	39.3 	: 	: 	38.1 	: 	: 	: 	37.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NO001L1	: 	: 	: 	: 	: 	44.0 	44.0 	: 	: 	45.4 	44.9 	44.4 	43.9 	43.3 	: 	: 	: 	42.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NO002L1	: 	: 	: 	: 	: 	40.3 	40.0 	: 	: 	40.5 	39.9 	39.3 	38.7 	38.3 	: 	: 	: 	37.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NO003L1	: 	: 	: 	: 	: 	40.9 	40.7 	: 	: 	40.8 	40.5 	39.8 	39.0 	38.5 	: 	: 	: 	37.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NO004L1	: 	: 	: 	: 	: 	36.1 	36.0 	: 	: 	36.4 	35.9 	35.1 	34.7 	34.5 	: 	: 	: 	33.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NO005L1	: 	: 	: 	: 	: 	37.5 	37.1 	: 	: 	37.1 	36.5 	36.2 	36.1 	35.5 	: 	: 	: 	35.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,NO006L1	: 	: 	: 	: 	: 	42.3 	42.0 	: 	: 	41.9 	41.3 	40.4 	40.1 	39.3 	: 	: 	: 	39.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PL	: 	: 	: 	: 	: 	: 	: 	24.0 d	: 	27.4 e	27.1 e	26.8 e	26.4 e	26.0 e	25.6 e	: 	: 	: 	: 	: 	: 	17.9 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT	: 	: 	: 	: 	: 	: 	: 	21.5 	: 	: 	: 	: 	: 	: 	: 	: 	14.6 	17.3 	14.9 	15.1 	14.1 	15.5 	14.8 	13.6 	13.2 	12.7 	12.4 	13.5 	: 
DE3002I,PT001L3	: 	: 	: 	: 	: 	: 	: 	25.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT002L2	: 	: 	: 	: 	: 	: 	: 	19.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT003L1	: 	: 	: 	: 	: 	: 	: 	16.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT004L2	: 	: 	: 	: 	: 	: 	: 	18.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT005L2	: 	: 	: 	: 	: 	: 	: 	22.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT007L1	: 	: 	: 	: 	: 	: 	: 	15.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT008L2	: 	: 	: 	: 	: 	: 	: 	21.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT009L1	: 	: 	: 	: 	: 	: 	: 	25.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT014L1	: 	: 	: 	: 	: 	: 	: 	19.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT016L0	: 	: 	: 	: 	: 	: 	: 	17.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,PT019L0	: 	: 	: 	: 	: 	: 	: 	16.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,RO	: 	: 	: 	22.7 	22.9 	18.9 	18.0 	18.7 	19.0 	18.3 	: 	: 	: 	: 	18.1 	: 	21.8 	20.5 	21.0 	20.1 	19.9 	19.6 	: 	: 	: 	: 	: 	: 	: 
DE3002I,RO001L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.6 	: 	: 
DE3002I,RO002L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.7 	: 	: 
DE3002I,RO003L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.1 	: 	: 
DE3002I,RO004L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.4 	: 	: 
DE3002I,RO005L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7 	: 	: 
DE3002I,RO006L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.9 	: 	: 
DE3002I,RO007L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.1 	: 	: 
DE3002I,RO008L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.0 	: 	: 
DE3002I,RO009L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.5 	: 	: 
DE3002I,RO010L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.3 	: 	: 
DE3002I,RO011L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.2 	: 	: 
DE3002I,RO012L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.0 	: 	: 
DE3002I,RO013L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.6 	: 	: 
DE3002I,RO014L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.2 	: 	: 
DE3002I,SE	37.4 	37.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE001L1	36.8 	36.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.1 
DE3002I,SE002L1	36.5 	36.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE003L1	37.5 	37.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE004L1	35.4 	35.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE005L1	39.7 	39.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE006L1	38.0 	37.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE007L1	38.9 	38.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE008L1	39.7 	39.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE501L1	37.5 	37.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE502L1	37.4 	37.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE503L1	36.4 	36.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SE505L1	38.0 	37.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SI	: 	: 	: 	32.6 d	: 	: 	: 	32.8 d	: 	: 	20.8 e	: 	: 	: e	: 	: 	23.4 	23.5 	23.2 	: 	: 	18.7 	17.9 	: 	: 	: 	: 	: 	: 
DE3002I,SI001L2	: 	: 	: 	35.4 bd	: 	: 	: 	34.4 d	: 	: 	: 	: 	: 	: e	: 	: 	23.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.7 	: 
DE3002I,SI002L1	: 	: 	: 	33.7 d	: 	: 	: 	33.9 d	: 	: 	: 	: 	: 	: e	: 	: 	21.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.0 	: 
DE3002I,SK	: 	: 	: 	: 	: 	: 	: 	21.4 	: 	: 	: 	: 	: 	: 	: e	: 	18.0 	12.9 	16.7 	17.2 	16.7 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SK001L1	: 	: 	: 	: 	: 	: 	: 	28.8 	: 	: 	: 	: 	: 	: 	: e	: 	: 	35.0 	: 	: 	: 	: 	31.6 e	: 	: 	: 	: 	28.0 	: 
DE3002I,SK002L1	: 	: 	: 	: 	: 	: 	: 	21.7 	: 	: 	: 	: 	: 	: 	: e	: 	: 	29.9 	: 	: 	: 	: 	26.3 e	: 	: 	: 	: 	22.7 	: 
DE3002I,SK003L1	: 	: 	: 	: 	: 	: 	: 	24.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.3 	: 	: 	: 	: 	27.1 e	: 	: 	: 	: 	23.5 	: 
DE3002I,SK004L1	: 	: 	: 	: 	: 	: 	: 	21.6 	: 	: 	: 	: 	: 	: 	: e	: 	: 	30.7 	: 	: 	: 	: 	27.7 e	: 	: 	: 	: 	24.4 	: 
DE3002I,SK005L1	: 	: 	: 	: 	: 	: 	: 	16.9 	: 	: 	: 	: 	: 	: 	: e	: 	: 	28.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SK006L1	: 	: 	: 	: 	: 	: 	: 	22.2 	: 	: 	: 	: 	: 	: 	: e	: 	: 	26.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SK007L1	: 	: 	: 	: 	: 	: 	: 	19.3 	: 	: 	: 	: 	: 	: 	: e	: 	: 	33.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,SK008L1	: 	: 	: 	: 	: 	: 	: 	21.6 	: 	: 	: 	: 	: 	: 	: e	: 	: 	27.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,TR001L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,TR002L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,TR003L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,TR004L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
