indic_ur,cities\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
DE3002I,FR067L2	: 	: 	: 	: 	39.1 	38.9 	38.9 	38.4 	38.0 	37.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR068L2	: 	: 	: 	: 	36.0 	36.0 	35.9 	35.5 	34.9 	34.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR069L2	: 	: 	35.4 	35.3 	34.9 	34.4 	34.2 	34.0 	33.1 b	33.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR073L2	: 	: 	: 	: 	37.6 	37.0 	36.9 	36.5 	36.1 	35.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR074L2	: 	: 	: 	: 	31.9 	31.9 	31.2 	31.0 	30.5 	30.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR076L2	: 	: 	36.4 	36.0 	36.4 	36.2 	35.8 	35.5 	35.1 b	34.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR077L2	: 	: 	37.2 	36.9 	36.7 	36.4 	36.5 	36.1 	35.9 b	35.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR079L2	: 	: 	34.5 	33.7 	33.5 	32.9 	32.4 	32.4 	32.2 b	32.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR082L2	: 	: 	: 	: 	30.4 	30.0 	29.1 	28.7 	27.9 	27.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR084L2	: 	: 	: 	: 	27.7 	27.5 	27.3 	27.3 	27.0 	26.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR086L2	: 	: 	: 	: 	32.0 	31.5 	31.1 	31.1 	30.6 	30.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR090L2	: 	: 	: 	: 	36.8 	36.1 	35.8 	35.7 	35.1 	34.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR093L2	: 	: 	: 	: 	35.5 	35.3 	34.7 	34.1 	33.9 	33.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR096L2	: 	: 	: 	: 	36.8 	36.3 	35.9 	35.5 	35.2 	34.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR099L2	: 	: 	35.7 	35.1 	34.9 	34.7 	34.0 	34.1 	33.9 b	33.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR104L2	: 	: 	: 	: 	35.2 	35.0 	34.5 	34.0 	33.7 	32.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR203L2	: 	: 	: 	: 	35.9 	35.6 	35.2 	34.9 	34.7 	34.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR205L2	: 	: 	39.7 	39.4 	39.2 	38.8 	38.5 	38.1 	37.8 b	36.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR207L2	: 	: 	31.6 	31.1 	30.6 	30.3 	30.0 	29.6 	29.5 b	29.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR208L1	: 	: 	: 	: 	29.1 	28.7 	28.4 	27.9 	27.7 	27.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR209L2	: 	: 	30.7 	30.4 	30.0 	29.5 	29.0 	28.7 	28.4 b	27.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR214L1	: 	: 	34.0 	33.6 	33.5 	33.1 	32.7 	32.5 	32.4 b	32.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR215L2	: 	: 	36.4 	35.9 	35.3 	35.0 	34.7 	34.6 	34.2 b	33.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR304L1	: 	: 	: 	: 	31.6 	31.5 	31.0 	31.1 	30.9 	30.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR324L1	: 	: 	33.0 	32.1 	30.7 	29.8 	29.5 	29.3 	29.2 b	29.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR505L1	: 	: 	: 	: 	34.6 	34.3 	33.4 	33.2 	32.6 	32.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR506L1	: 	: 	32.7 	31.9 	31.7 	31.4 	31.3 	31.0 	31.1 b	31.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,FR519L1	: 	: 	: 	: 	43.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HR001L2	26.0 	26.0 	26.0 	26.0 	26.0 	26.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HR002L2	26.4 	26.4 	26.4 	26.4 	26.4 	26.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HR003L2	20.6 	20.6 	20.6 	20.6 	20.6 	20.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HR004L2	25.9 	25.9 	25.9 	25.9 	25.9 	25.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HR005L2	21.1 	21.1 	21.1 	21.1 	21.1 	21.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HR006L1	26.1 	26.1 	23.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HR007L1	22.9 	22.9 	22.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU	: 	: 	30.3 	: 	: 	: 	: 	32.1 	: 	: 	: 	: 	: 	: 	: 	: 	23.7 	23.1 	23.9 	: 	: 	9.8 	10.4 	: 	: 	: 	: 	: 	: 
DE3002I,HU001L2	: 	: 	34.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU002L2	: 	: 	27.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU003L2	: 	: 	25.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU004L2	: 	: 	32.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU005L2	: 	: 	30.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU006L2	: 	: 	34.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU007L2	: 	: 	28.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU008L2	: 	: 	30.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU009L2	: 	: 	25.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU010L1	: 	: 	27.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU011L1	: 	: 	28.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU012L1	: 	: 	28.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU013L1	: 	: 	27.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU014L1	: 	: 	31.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU015L1	: 	: 	27.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU016L1	: 	: 	29.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU017L1	: 	: 	32.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU018L1	: 	: 	29.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,HU019L1	: 	: 	27.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IE	: 	: 	: 	: 	: 	: 	: 	23.6 e	: 	: 	: 	: 	: 	: 	22.0 	: 	21.6 	: 	: 	: 	: 	22.6 	22.0 	: 	: 	: 	: 	: 	: 
DE3002I,IE001L1	: 	: 	: 	: 	: 	: 	: 	22.5 e	: 	: 	: 	: 	21.6 	21.4 	21.2 	: 	20.8 	: 	: 	: 	: 	: 	22.1 	: 	: 	: 	: 	: 	: 
DE3002I,IE002L1	: 	: 	: 	: 	: 	: 	: 	23.1 e	: 	: 	: 	: 	21.7 	21.5 	21.3 	: 	20.9 	: 	: 	: 	: 	: 	21.0 	: 	: 	: 	: 	: 	: 
DE3002I,IE003L1	: 	: 	: 	: 	: 	: 	: 	23.3 e	: 	: 	: 	: 	21.6 	21.3 	20.9 	: 	20.2 	: 	: 	: 	: 	: 	19.7 	: 	: 	: 	: 	: 	: 
DE3002I,IE004L1	: 	: 	: 	: 	: 	: 	: 	23.1 e	: 	: 	: 	: 	21.6 	21.3 	20.9 	: 	20.0 	: 	: 	: 	: 	: 	19.7 	: 	: 	: 	: 	: 	: 
DE3002I,IE005L1	: 	: 	: 	: 	: 	: 	: 	23.9 e	: 	: 	: 	: 	23.2 	22.6 	22.0 	: 	20.6 	: 	: 	: 	: 	: 	20.4 	: 	: 	: 	: 	: 	: 
DE3002I,IT	: 	: 	: 	: 	: 	: 	: 	30.2 	: 	: 	27.1 	: 	: 	: 	: 	: 	26.0 	25.3 	24.3 	23.8 	23.5 	23.2 	22.9 	22.6 	22.2 	21.7 	21.7 	22.6 	: 
DE3002I,IT001L3	: 	: 	: 	: 	: 	: 	: 	35.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT002L3	: b	: 	: 	: 	: 	: 	: 	31.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT003L3	: b	: 	: 	: 	: 	: 	: 	20.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT004L2	: 	: 	: 	: 	: 	: 	: 	33.0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT005L3	: 	: 	: 	: 	: 	: 	: 	23.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT006L3	: 	: 	: 	: 	: 	: 	: 	39.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT007L3	: 	: 	: 	: 	: 	: 	: 	33.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT008L3	: 	: 	: 	: 	: 	: 	: 	22.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT009L1	: 	: 	: 	: 	: 	: 	: 	38.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT010L2	: 	: 	: 	: 	: 	: 	: 	25.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT011L2	: 	: 	: 	: 	: 	: 	: 	32.0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT012L3	: 	: 	: 	: 	: 	: 	: 	30.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT013L3	: 	: 	: 	: 	: 	: 	: 	32.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT014L3	: 	: 	: 	: 	: 	: 	: 	33.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT015L1	: 	: 	: 	: 	: 	: 	: 	41.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT016L3	: 	: 	: 	: 	: 	: 	: 	30.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT017L3	: 	: 	: 	: 	: 	: 	: 	30.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT019L2	: 	: 	: 	: 	: 	: 	: 	28.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT020L3	: 	: 	: 	: 	: 	: 	: 	30.0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT021L2	: 	: 	: 	: 	: 	: 	: 	24.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT022L2	: 	: 	: 	: 	: 	: 	: 	23.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT023L2	: 	: 	: 	: 	: 	: 	: 	26.0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT024L3	: 	: 	: 	: 	: 	: 	: 	27.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT025L3	: 	: 	: 	: 	: 	: 	: 	26.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT026L3	: 	: 	: 	: 	: 	: 	: 	30.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT027L2	: 	: 	: 	: 	: 	: 	: 	29.0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT028L3	: 	: 	: 	: 	: 	: 	: 	30.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT029L3	: 	: 	: 	: 	: 	: 	: 	31.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT030L3	: 	: 	: 	: 	: 	: 	: 	30.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT031L3	: 	: 	: 	: 	: 	: 	: 	24.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT032L3	: 	: 	: 	: 	: 	: 	: 	24.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT033L2	: 	: 	: 	: 	: 	: 	: 	33.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT034L1	: 	: 	: 	: 	: 	: 	: 	34.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT035L2	: 	: 	: 	: 	: 	: 	: 	35.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT036L2	: 	: 	: 	: 	: 	: 	: 	34.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT037L1	: 	: 	: 	: 	: 	: 	: 	29.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT038L0	: 	: 	: 	: 	: 	: 	: 	17.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT039L2	: 	: 	: 	: 	: 	: 	: 	28.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT040L2	: 	: 	: 	: 	: 	: 	: 	31.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT041L2	: 	: 	: 	: 	: 	: 	: 	33.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT042L1	: 	: 	: 	: 	: 	: 	: 	30.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT043L2	: 	: 	: 	: 	: 	: 	: 	30.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT045L2	: 	: 	: 	: 	: 	: 	: 	33.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT046L2	: 	: 	: 	: 	: 	: 	: 	33.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT047L1	: 	: 	: 	: 	: 	: 	: 	28.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT048L2	: 	: 	: 	: 	: 	: 	: 	30.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT052L1	: 	: 	: 	: 	: 	: 	: 	41.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT054L1	: 	: 	: 	: 	: 	: 	: 	26.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT056L1	: 	: 	: 	: 	: 	: 	: 	24.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT057L2	: 	: 	: 	: 	: 	: 	: 	25.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT058L2	: 	: 	: 	: 	: 	: 	: 	29.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT060L1	: 	: 	: 	: 	: 	: 	: 	30.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT061L0	: 	: 	: 	: 	: 	: 	: 	18.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT064L1	: 	: 	: 	: 	: 	: 	: 	18.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT065L0	: 	: 	: 	: 	: 	: 	: 	20.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT066L1	: 	: 	: 	: 	: 	: 	: 	27.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT067L0	: 	: 	: 	: 	: 	: 	: 	18.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT068L1	: 	: 	: 	: 	: 	: 	: 	30.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT069L1	: 	: 	: 	: 	: 	: 	: 	22.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT073L1	: 	: 	: 	: 	: 	: 	: 	26.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT501L2	: 	: 	: 	: 	: 	: 	: 	32.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT502L2	: 	: 	: 	: 	: 	: 	: 	23.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT503L3	: 	: 	: 	: 	: 	: 	: 	32.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT504L3	: 	: 	: 	: 	: 	: 	: 	30.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT505L3	: 	: 	: 	: 	: 	: 	: 	31.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT506L2	: 	: 	: 	: 	: 	: 	: 	33.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT507L2	: 	: 	: 	: 	: 	: 	: 	33.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT508L3	: 	: 	: 	: 	: 	: 	: 	30.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002I,IT509L3	: 	: 	: 	: 	: 	: 	: 	25.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
